Tabelle: DD02T
Angezeigte Felder:  3 von  3  Feststehende Führungsspalten: 2  Listbreite 0250
------------------------------------------------------------------------------------------------------------
| |TABNAME                         |DDLANGUAGE|DDTEXT                                                      |
| |E1P1008                         |U         |HR: infotyyppi 1008 - tiliöintiominaisuudet                 |
| |E1P1009                         |U         |HR: infotyyppi 1009 - terveydenhuolto                       |
| |E1P1010                         |U         |HR: infotyyppi 1010 - valtuudet/apuvälineet                 |
| |E1P1011                         |U         |HR: infotyyppi 1011 työaika                                 |
| |E1P1013                         |U         |HR: infotyyppi 1013 henkilöstöryhmä/-alaryhmä               |
| |E1P1014                         |U         |HR: infotyyppi 1014: vanhentunut                            |
| |E1P1015                         |U         |HR: infotyyppi 1015 - kustannussuunnittelu                  |
| |E1P1016                         |U         |HR: infotyyppi 1016, vakiokäyttöoikeusprofiilit             |
| |E1P1017                         |U         |HR: infotyyppi 1017, PD-profiilit                           |
| |E1P1018                         |U         |HR: infotyyppi 1018 kustannusten jako                       |
| |E1P1019                         |U         |HR: infotyyppi 1019 toimen budjetti laajennettu             |
| |E1P1020                         |U         |HR: infotyyppi 1020: tarve                                  |
| |E1P1021                         |U         |HR: infotyyppi 1021: hinnat                                 |
| |E1P1022                         |U         |HR: infotyyppi 1022 - ohjelma                               |
| |E1P1023                         |U         |HR: infotyyppi 1023 - saatavuusominaisuudet                 |
| |E1P1024                         |U         |HR: infotyyppi 1024: kapasiteetti                           |
| |E1P1025                         |U         |HR: infotyyppi 1025 - puolittumisaika                       |
| |E1P1026                         |U         |HR: infotyyppi 1026: tilaisuusinfo                          |
| |E1P1027                         |U         |HR: infotyyppi 1027: paikkasidonnainen lisäinfo             |
| |E1P1028                         |U         |HR: infotyyppi 1028, osoite                                 |
| |E1P1029                         |U         |HR: infotyyppi 1029: tilaisuustyyppi-info                   |
| |E1P1030                         |U         |HR: infotyyppi 1030: menettely                              |
| |E1P1031                         |U         |HR: infotyyppi 1031: tilanvarausinfo                        |
| |E1P1032                         |U         |HR: infotyyppi 1032, sähköpostiosoitteet                    |
| |E1P1033                         |U         |HR: infotyyppi 1033 asteikko                                |
| |E1P1034                         |U         |HR: infotyyppi 1034: nimen muotoilu                         |
| |E1P1035                         |U         |HR: infotyyppi 1035 - varsinainen ohjelma                   |
| |E1P1036                         |U         |HR: infotyyppi 1036: kustannukset                           |
| |E1P1037                         |U         |HR: infotyyppi 1037 - info - lasku/selvitys                 |
| |E1P1038                         |U         |HR: infotyp 1038: ulkoinen avain                            |
| |E1P1039                         |U         |HR: infotyyppi 1039 - työvuororyhmä                         |
| |E1P1040                         |U         |HR: infotyyppi 1040 - ei toimien tarvetta                   |
| |E1P1041                         |U         |HR: infotyyppi 1041: tilaisuuslohkot                        |
| |E1P1042                         |U         |HR: infotyyppi 1042 - ohjelmapohja                          |
| |E1P1043                         |U         |HR: infotyyppi 1043 arviointimalli-info                     |
| |E1P1044                         |U         |HR: infotyyppi 1044 arviointiasteikko                       |
| |E1P1045                         |U         |HR: infotyyppi 1045 arviointi                               |
| |E1P1047                         |U         |HR: infotyyppi 1047 käsittelymoduulit                       |
| |E1P1048                         |U         |HR: infotyyppi 1048 arvion kuvaus                           |
| |E1P1050                         |U         |HR: infotyyppi 1050 työn arvioinnin tulos                   |
| |E1P1051                         |U         |HR: infotyyppi 1051 kyselytulokset                          |
| |E1P1060                         |U         |HR: infotyyppi 1060 (korvaa 1020)                           |
| |E1P1061                         |U         |HR: infotyyppi 1061 (URL)                                   |
| |E1P1062                         |U         |HR: infotyyppi 1062 Knowledge Link                          |
| |E1P1063                         |U         |HR: infotyyppi 1063 (tilaisuusryhmän info)                  |
| |E1P4000                         |U         |HR: infotyyppi 4000 (hakijatoimenpiteet)                    |
| |E1P4001                         |U         |HR: infotyyppi 4001 (hakemukset)                            |
| |E1P4002                         |U         |HR: infotyyppi 4002 (avoimen toimen kohdistus)              |
| |E1P4003                         |U         |HR: infotyyppi 40003 (hakuprosessin vaiheet)                |
| |E1P4004                         |U         |HR: infotyyppi 4004 (toistuvien töiden tila)                |
| |E1P4005                         |U         |HR: IT 4005 (sis. hakijan tai ent. työntekijän henkilönro)  |
| |E1PAD21                         |U         |HR: infotyyppi 1001, jossa lisätiedot PAD21                 |
| |E1PAD22                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD22                     |
| |E1PAD23                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD23                     |
| |E1PAD25                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD25                     |
| |E1PAD27                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD27                     |
| |E1PAD31                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD31                     |
| |E1PAD34                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD34                     |
| |E1PAD44                         |U         |HR: infotyyppi 1001 sis. lisätiedot PAD44                   |
| |E1PAD47                         |U         |HR: infotyyppi 1001 sis. lisätiedot PAD47                   |
| |E1PAD48                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD48                     |
| |E1PAD50                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD50                     |
| |E1PAD51                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD51                     |
| |E1PAD53                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD53                     |
| |E1PAD63                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD63                     |
| |E1PAD77                         |U         |HR: infotyyppi 1001 ja lisätiedot PAD77                     |
| |E1PADD2                         |U         |HR: lisätiedot PADD2 sisältävä infotyyppi 1001              |
| |E1PADIC                         |U         |HR: infotyyppi 1001 ja lisätiedot PADIC                     |
| |E1PADP1                         |U         |HR: infotyyppi 1001 ja lisätiedot PADP1                     |
| |E1PADP2                         |U         |HR: infotyyppi 1001 ja lisätiedot PADP2                     |
| |E1PADPM                         |U         |HR: infotyyppi 1001 ja lisätiedot PADPM                     |
| |E1PADTI                         |U         |HR: infotyyppi 1001 ja lisätiedot PADTI                     |
| |E1PADUZ                         |U         |HR: infotyyppi 1001 ja lisätiedot PADUZ                     |
| |E1PADXN                         |U         |HR: infotyyppi 1001, jossa lisätiedot PADXN                 |
| |E1PAOBJ                         |U         |CO-tositteen IDOC: kumppaniobjekti                          |
| |E1PAYMENTREQUEST_CANCEL         |U         |Otsikkosegmentti                                            |
| |E1PAYMENTREQUEST_CREATE         |U         |Otsikkosegmentti                                            |
| |E1PAYMENTREQUEST_POST           |U         |Otsikkosegmentti                                            |
| |E1PAYMENTREQUEST_RELEASE        |U         |Otsikkosegmentti                                            |
| |E1PAYMENTREQUEST_STARTPAYME     |U         |Otsikkosegmentti                                            |
| |E1PCMHL                         |U         |Tuotantokampanjaotsikko                                     |
| |E1PCMO1                         |U         |Tuotantokampanjalähde - nimike                              |
| |E1PCMO2                         |U         |Tuotantokampanjalähde - tarpeet                             |
| |E1PCMO3                         |U         |Tuotantokampanjalähde - resepti                             |
| |E1PCMPL                         |U         |Tuotantokampanjarivi                                        |
| |E1PCOND                         |U         |Tuoteluettelorivi: ehto                                     |
| |E1PEROP                         |U         |Henkilöstö -> vaihe -> tietuelaji                           |
| |E1PERS1                         |U         |Henkilöstöperustiedot                                       |
| |E1PGHDL                         |U         |Tuoteryhmäotsikko/toimipistekohtaiset tiedot                |
| |E1PGMBL                         |U         |Tuoteryhmän jäsen                                           |
| |E1PGPIL                         |U         |Toimipisteestä riippumattomat tuoteryhmätiedot              |
| |E1PIECEOFEQUIPMENT_DISMANTL     |U         |Otsikkosegmentti                                            |
| |E1PIECEOFEQUIPMENT_INSTALLA     |U         |Otsikkosegmentti                                            |
| |E1PISHD                         |U         |Ostotosite - otsikkotiedot                                  |
| |E1PISHO                         |U         |Ostotosite - vanhat otsikkotiedot                           |
| |E1PISIO                         |U         |Ostotosite - vanhat rivitiedot                              |
| |E1PISIT                         |U         |Ostotosite - rivitiedot                                     |
| |E1PISSI                         |U         |Ostotosite - toimitusaikataulurivitiedot                    |
| |E1PISSO                         |U         |Ostotosite - vanhat toimitusaikataulurivitiedot             |
| |E1PISTY                         |U         |Ostotosite - tyyppisegmentti                                |
| |E1PITYP                         |U         |HR: objektin siirretyt infotyypit ja alityypit              |
| |E1PKHD5                         |U         |KK5 - Kanban-säätöpiiri                                     |
| |E1PKK01                         |U         |Kanban-kutsu - otsikko                                      |
| |E1PKOMG                         |U         |PRICAT - ehtolajit nimikkeittäin                            |
| |E1PKP01                         |U         |Kanban-kutsu - rivi                                         |
| |E1PKPS5                         |U         |Kanbanit                                                    |
| |E1PKST5                         |U         |KK5 - Kanban-säiliön tila                                   |
| |E1PLABL                         |U         |Järjestyssuhteet (PLAB)                                     |
| |E1PLAF                          |U         |Suunnitellut tilaukset                                      |
| |E1PLAFL                         |U         |Suunniteltu tilaus (PLAF)                                   |
| |E1PLAN1                         |U         |Toimipisteet                                                |
| |E1PLFLL                         |U         |Vaiheluettelojärjestykset (PLFL)                            |
| |E1PLKOC                         |U         |Vaiheluettelo - vaihtoehto-otsikko                          |
| |E1PLKOL                         |U         |Vaiheluettelo - otsikko (PLKO)                              |
| |E1PLL40                         |U         |Henkilökohtaiset logistiikkavahvistukset                    |
| |E1PLL4H                         |U         |Otsikkotiedot - henkilösidonnaiset logistiikkavahvistukset  |
| |E1PLMZC                         |U         |Rakennerivien kohdistus vaiheisiin                          |
| |E1PLMZL                         |U         |Rakennerivien kohdistukset vaiheisiin (PLMZ)                |
| |E1PLND1                         |U         |KK5 suunnitellut tilaukset                                  |
| |E1PLOBC                         |U         |Karkean suunnittelun profiilin otsikkotiedot                |
| |E1PLOGI                         |U         |HR-objektin otsikko (perustiedot tai organisaatiotiedot)    |
| |E1PLOPL                         |U         |Suunniteltujen tilausten vaiheet (KBEZ, KBED)               |
| |E1PLPOC                         |U         |Vaiheluettelo - vaihe/toiminto (otsikko)                    |
| |E1PLPOL                         |U         |Suunniteltu vaihe (PLPO)                                    |
| |E1PLSEL                         |U         |Nimikkeen suunnittelusegmentti (MDPS)                       |
| |E1PLUPC                         |U         |Vaiheluettelo - vaihe/toiminto, avainkentät                 |
| |E1PLUPL                         |U         |Suunniteltu alivaihe (PLPO)                                 |
| |E1PLUVL                         |U         |Suunniteltujen tilausten alivaiheet (KBEZ, KBED)            |
| |E1PMARM                         |U         |PRICAT - määräyksiköt nimikkeittäin                         |
| |E1PORDCR                        |U         |Otsikkosegmentti                                            |
| |E1PORIG                         |U         |HR: HR-objektin alkuperäisjärjestelmä                       |
| |E1POST                          |U         |Otsikkosegmentti                                            |
| |E1PPCC2RECORDER                 |U         |Otsikkosegmentti                                            |
| |E1PPCC2REQCONF                  |U         |Otsikkosegmentti                                            |
| |E1PRCDOCR                       |U         |Otsikkosegmentti                                            |
| |E1PREQCR                        |U         |Otsikkosegmentti                                            |
| |E1PREQDL                        |U         |Otsikkosegmentti                                            |
| |E1PRIAUSP                       |U         |PRICAT: ominaisuudet                                        |
| |E1PRIBOM                        |U         |PRICAT: rakenneluettelokomponentit                          |
| |E1PRICOND                       |U         |PRICAT: ehdot                                               |
| |E1PRIHEAD                       |U         |PRICAT: otsikkotiedot                                       |
| |E1PRIMARAZ                      |U         |PRICAT: lisätiedot nimiketasolla                            |
| |E1PRIMARMZ                      |U         |PRICAT: lisätiedot määräyksikkötasolla                      |
| |E1PROF                          |U         |Tietämyskantaprof.                                          |
| |E1PROFITCENTERGROUP_ADDNODE     |U         |Otsikkosegmentti                                            |
| |E1PROFITCENTERGROUP_CREATE      |U         |Otsikkosegmentti                                            |
| |E1PROFITCENTER_CHANGE           |U         |Otsikkosegmentti                                            |
| |E1PROFITCENTER_CREATE           |U         |Otsikkosegmentti                                            |
| |E1PROFT                         |U         |Tietoperustaprofiilin kielisidonnaiset nimitykset           |
| |E1PROMOTION_CONFIRMREQUEST      |U         |Otsikkosegmentti                                            |
| |E1PRPRO                         |U         |PRICAT - profiili (hinnasto)                                |
| |E1PRTDP                         |U         |Luok. nimitysten kohdistus hajoituksen osiin                |
| |E1PRTOB                         |U         |IDOC-numero ja sovellusobjekti vastaanottojärjestelmässä    |
| |E1PRUNI                         |U         |PRICAT määräyksiköiden profiili                             |
| |E1PTOVERVIEW                    |U         |Otsikkosegmentti                                            |
| |E1PZPSL                         |U         |Tuotannon laskentapiste - summatietue (PZPS)                |
| |E1Q0002                         |U         |HR: henkilöstöperustietue - infotyyppi 0002 (henkilötiedot) |
| |E1Q0027                         |U         |HR: henk.perustietue - infotyyppi 0027 (kustannusten jako)  |
| |E1Q0028                         |U         |HR: henkilöstöperustietue - infotyyppi 0028 (terveys)       |
| |E1Q0098                         |U         |Henkilöstöperustietue - infotyyppi 0098 (voittopalkkio F)   |
| |E1Q0169                         |U         |Henkilöstöperustietue - infotyyppi 0169 (säästösuunnitelma) |
| |E1QAICA                         |U         |QM-liittymä, versio 3.0                                     |
| |E1RCOBJ                         |U         |IDOC-numero, -tila ja sovellusobjekti järjestelmässä        |
| |E1RCYSY                         |U         |Uudelleen aloitettu järjestelmä, päivämäärä ja kellonaika   |
| |E1RDOCU                         |U         |Pääsegmentti, jaettujen sopimusten toimitusmääräyskirjat    |
| |E1RDSV1                         |U         |Palvelusegmentti - kutsudokumentaatio                       |
| |E1REFSETOFOPERATIONS_CREATE     |U         |Otsikkosegmentti                                            |
| |E1REMUNREQUESTLIST_GETLIST      |U         |Otsikkosegmentti                                            |
| |E1REMURQSLIST_CREATE_CBD        |U         |Otsikkosegmentti                                            |
| |E1REMURQSLIST_CREATE_REMU       |U         |Otsikkosegmentti                                            |
| |E1REMURQSLIST_CREATE_SETT       |U         |Otsikkosegmentti                                            |
| |E1REMURQSLIST_RELEASE           |U         |Otsikkosegmentti                                            |
| |E1REQU1                         |U         |Puhurointipyyntö alijärjestelmälle                          |
| |E1RESBL                         |U         |Varaus/kohdistettu tarve (RESB)                             |
| |E1RESOURCECO                    |U         |Otsikkosegmentti                                            |
| |E1REVL1                         |U         |KK5 revisiotaso                                             |
| |E1RMSNO                         |U         |Sarjatuotannon sarjanumero                                  |
| |E1ROUTING_CREATE                |U         |Otsikkosegmentti                                            |
| |E1RSEIN                         |U         |InfoIDOC: virhesegmentti                                    |
| |E1RSHFD                         |U         |Liittymä: hierarkiasolmut, joita ei voi kirjata             |
| |E1RSHFT                         |U         |Tiedonsiirto-IDOC: niiden solmujen nimet, joita ei kirjata  |
| |E1RSHIE                         |U         |Tiedonsiirto-IDOC: hierarkian otsikkotiedot                 |
| |E1RSHIN                         |U         |InfoIDOC: tilasegmentti                                     |
| |E1RSHIV                         |U         |Tiedonsiirto-IDOC: hierarkioiden välit                      |
| |E1RSHND                         |U         |Tiedonsiirto-IDOC: hierarkiasolmut                          |
| |E1RSHTX                         |U         |Tiedonsiirto-IDOC: hierarkian nimitys                       |
| |E1RSPIN                         |U         |InfoIDOC: tietopakettisegmentti                             |
| |E1RSRH                          |U         |Tietopyyntö-IDOC: otsikkosegmentti                          |
| |E1RSRHI                         |U         |Tietopyyntö-IDOC: hierarkia                                 |
| |E1RSRIS                         |U         |Tietopyyntö-IDOC: infolähde                                 |
| |E1RSRLH                         |U         |Tietopyyntö-IDOC: kielihierarkiat                           |
| |E1RSRLT                         |U         |Tietopyyntö-IDOC: tekstien kielet                           |
| |E1RSRMD                         |U         |Tietopyyntö-IDOC: perustiedot                               |
| |E1RSRSH                         |U         |Tietopyyntö-IDOC: hierarkian valintaperusteet               |
| |E1RSRSL                         |U         |Tietopyyntö-IDOC: infolähteen valintaperusteet              |
| |E1RSRSM                         |U         |Tietopyyntö-IDOC: perustietojen valintaperusteet            |
| |E1RSRST                         |U         |Tietopyyntö-IDOC: tekstien valintaperusteet                 |
| |E1RSRTX                         |U         |Tietopyyntö-IDOC: tekstit                                   |
| |E1RSSH                          |U         |Tiedonsiirto-IDOC: otsikkotiedot                            |
| |E1RSTXT                         |U         |Tiedonsiirto-IDOC: tekstit                                  |
| |E1SADRM                         |U         |Segmentti - osoitehallinta                                  |
| |E1SAFKL                         |U         |Sarjatilauksen otsikko (SAFK)                               |
| |E1SALESORDER_CREATEFROMDAT2     |U         |Otsikkosegmentti                                            |
| |E1SCEKB                         |U         |Tietoperustaversion perustiedot                             |
| |E1SEGMF                         |U         |CA-EDI: segmenttikentät                                     |
| |E1SEGMH                         |U         |CA-EDI: segmenttisiirron otsikkotiedot                      |
| |E1SERVICENOTIFICATION_CREAT     |U         |Otsikkosegmentti                                            |
| |E1SETTLEMENTREQUSTLIST_GETL     |U         |Otsikkosegmentti                                            |
| |E1SETTRQSLIST_CHANGE            |U         |Otsikkosegmentti                                            |
| |E1SETTRQSLIST_CLOSE             |U         |Otsikkosegmentti                                            |
| |E1SETTRQSLIST_RELEASE           |U         |Otsikkosegmentti                                            |
| |E1SHP_IBDLV_CONFIRM_DECENTR     |U         |Otsikkosegmentti                                            |
| |E1SHP_IBDLV_SAVE_REPLICA        |U         |Otsikkosegmentti                                            |
| |E1SHP_OBDLV_CONFIRM_DECENTR     |U         |Otsikkosegmentti                                            |
| |E1SHP_OBDLV_SAVE_REPLICA        |U         |Otsikkosegmentti                                            |
| |E1SHP_OBDLV_SPLIT_DECENTRAL     |U         |Otsikkosegmentti                                            |
| |E1SINGLEREMUNREQUEST_GETLIS     |U         |Otsikkosegmentti                                            |
| |E1SINGLEREMUNRQS_RELEASE        |U         |Otsikkosegmentti                                            |
| |E1SINGLESETTLEMENTREQS_GETL     |U         |Otsikkosegmentti                                            |
| |E1SINGLESETTRQS_RELEASE         |U         |Otsikkosegmentti                                            |
| |E1SKA1C                         |U         |Perustiedot: pääkirjatilit - tilikartta?                    |
| |E1SKA1M                         |U         |Perustiedot: pääkirjatilit - tilikartta                     |
| |E1SKATC                         |U         |Perustiedot - pääkirjatilit - tilikartta: tekstit           |
| |E1SKATM                         |U         |Perustiedot - pääkirjatilit - tilikartta: teksti            |
| |E1SKB1C                         |U         |Perustiedot: pääkirjatilit - yritys                         |
| |E1SKB1M                         |U         |Perustiedot: pääkirjatilit - yritys                         |
| |E1SKOTH                         |U         |Perusrakenne: rakennevaihtoehdon selitys - otsikko          |
| |E1SKOTL                         |U         |Perusrakenne: rakennevaihtoehdon selitys - rivi             |
| |E1SMLTH                         |U         |Palvelujen perustiedot - selitys - tekstitunnus             |
| |E1SMLTL                         |U         |Palvelujen perustiedot - selitys - tekstirivi               |
| |E1SOLISTI1                      |U         |SAPoffice: yksinkertainen luettelo - palstapituus 255       |
| |E1SPOTH                         |U         |Perusrakenne: rakennerivin selitys - otsikko                |
| |E1SPOTL                         |U         |Perusrakenne: rakennerivin selitys - rivi                   |
| |E1STASM                         |U         |Perusrakenne (STAS)                                         |
| |E1STATE                         |U         |IDOCin tilatiedot ALE-Auditia varten                        |
| |E1STATS                         |U         |CA-EDI: tilatietue                                          |
| |E1STKOL                         |U         |Rakenneotsikko (STKO)                                       |
| |E1STKOM                         |U         |Perusrakenne (STKO)                                         |
| |E1STKON                         |U         |Rakenneotsikko                                              |
| |E1STPO1                         |U         |Perusrakenteen rivi (nimikerakenne)                         |
| |E1STPOL                         |U         |Rakenteen rivit (STPO)                                      |
| |E1STPOM                         |U         |Perusrakennerivi                                            |
| |E1STPON                         |U         |Perusrakennerivi                                            |
| |E1STPUM                         |U         |Perusrakenteen alirivit                                     |
| |E1STRDM                         |U         |Merkkijono-ominaisuuksien määreet                           |
| |E1STRNG                         |U         |Merkkijono-ominaisuuksien perustiedot                       |
| |E1STZUM                         |U         |Perusrakenne (STZU)                                         |
| |E1SUPER                         |U         |Luokkahierarkia                                             |
| |E1SWHACTOR                      |U         |Roolin purun tulos                                          |
| |E1SWORM                         |U         |Pääluokka - asiasanat                                       |
| |E1SZUTH                         |U         |Perusrakenne: rakenteen selitys - otsikko                   |
| |E1SZUTL                         |U         |Perusrakenne: rakenteen selitys - rivi                      |
| |E1T001K                         |U         |Arvostusalueen segmentti                                    |
| |E1T001L                         |U         |Segmentti toimipisteelle / varastoille                      |
| |E1T001W                         |U         |Toimipisteiden segmentti                                    |
| |E1T006                          |U         |Mittayksiköt                                                |
| |E1T006A                         |U         |Kohdistus sisäinen, kielisidonnainen mittayksikkö           |
| |E1T006D                         |U         |Ulottuvuudet                                                |
| |E1T006T                         |U         |Tekstit ulottuvuuksille                                     |
| |E1T023W                         |U         |Arvotuotemäärityksen segmentti                              |
| |E1T023X                         |U         |Arvotuotemäärityksen poikkeusten segmentti                  |
| |E1T024D                         |U         |Segmentti - tarvesuunnittelijat                             |
| |E1T024W                         |U         |Segmentti - sallittu osto-organisaatio / toimipiste         |
| |E1T130W                         |U         |Segmentti - perustietojen ylläpidon toimipisteparametrit    |
| |E1T134G                         |U         |Segmentti - org.yksikkö: liiketoiminta-alueen määritys      |
| |E1T134M                         |U         |Segm. ohjauksekselle määrien/arvon päivitys vers. 3.0A alk. |
| |E1T148W                         |U         |Segmentti erityisvaraston ylläpidon toimipisteparametreille |
| |E1T159L                         |U         |Segmentti oletusarvoille - varastonhallinta ja inventointi  |
| |E1T161I                         |U         |Segmentti - vapautusstrategian määritys                     |
| |E1T320M                         |U         |Segmentti: kohdistus WM-varasto - WM-varastonumero          |
| |E1T399D                         |U         |Segmentti - tarvesuunnittelun ohjausparametrit              |
| |E1T415B                         |U         |Uudelleenkäyttöpakkauksen rakenne (Retail)                  |
| |E1T438M                         |U         |Segmentti - tarvesuunnittelun ohjausparametrit - nimiketaso |
| |E1T438R                         |U         |Segmentti - riittoprofiili                                  |
| |E1T438S                         |U         |Segmentti - riittoprofiilin tekstit                         |
| |E1T438X                         |U         |Segmentti - tarvesuunnitteluryhmän tekstit                  |
| |E1T439G                         |U         |Segmentti PP-suunnittelukausille: otsikkotaulu              |
| |E1T439H                         |U         |Segmentti PP-suunnittelukausille: pitkät tekstit            |
| |E1T439I                         |U         |Segmentti PP-suunnittelukausille: aikataulut (kaudet)       |
| |E1T439J                         |U         |Segmentti PP-suunnittelukausille: laskentasääntö            |
| |E1T91                           |U         |hgfd                                                        |
| |E1TABFN                         |U         |Analyysivaihtoehdot varianttitauluille ja toiminnoille      |
| |E1TBD40                         |U         |Sanomatyyppi sarjanumerointiryhmälle                        |
| |E1TCMEM                         |U         |Pääominaisuus - sallitut luokkalajit                        |
| |E1TCURC                         |U         |Valuuttakoodit                                              |
| |E1TCURF                         |U         |Muuntokertoimet                                             |
| |E1TCURR                         |U         |Muuntokurssit                                               |
| |E1TCURT                         |U         |Valuuttatunnusten nimitykset                                |
| |E1TCURV                         |U         |Valuuttamuunnon kurssityypit                                |
| |E1TERZ                          |U         |ghjh                                                        |
| |E1TEST112                       |U         |Testi                                                       |
| |E1TEXTL                         |U         |Luokka: selitysrivit                                        |
| |E1TFACL                         |U         |Kalenteri (TFACS)                                           |
| |E1TMHDL                         |U         |Siirtomatriisin otsikko                                     |
| |E1TMMBL                         |U         |Siirtomatriisin jäsen                                       |
| |E1TMTXL                         |U         |Siirtomatriisin lyhyet tekstit                              |
| |E1TPACC                         |U         |Tositteen käsittelytoiminnon kuvaus                         |
| |E1TPALC                         |U         |Kuljetus: sallitut huolitsijat                              |
| |E1TPCOC                         |U         |Kerääntyneiden toimitusrivien nimikeluokitus                |
| |E1TPDIH                         |U         |Mitat toimitusotsikkotasolla                                |
| |E1TPDII                         |U         |Mitat rivitasolla                                           |
| |E1TPDIS                         |U         |Lähetysyksiköiden ja pakkausten mitat                       |
| |E1TPDLC                         |U         |Kuljetuskustannukset, sis. viite toimitukseen               |
| |E1TPDLH                         |U         |Toimitusotsikko kuljetusten suunnitteluliittymälle          |
| |E1TPDLI                         |U         |Toimitusrivi                                                |
| |E1TPDOS                         |U         |Kuljetussuunnittelun asiakirjatila                          |
| |E1TPE01                         |U         |Aikatapahtuma toimitusotsikkotasolla                        |
| |E1TPE11                         |U         |Aikatapahtuma kuljetusotsikkotasolla                        |
| |E1TPE12                         |U         |Aikatapahtuma kuljetusosuustasolla                          |
| |E1TPEQT                         |U         |Pakkaus- ja kuljetusapuvälineet                             |
| |E1TPFRC                         |U         |Kuljetuskustannukset                                        |
| |E1TPLCT                         |U         |Paikkakunnan, asiakkaan tai toimittajan koodi               |
| |E1TPLO1                         |U         |Paikkakunnan kuvaus                                         |
| |E1TPLOC                         |U         |Paikkakunnan kuvaus                                         |
| |E1TPLOC01                       |U         |Siirtorakenne paikkakuntatiedoille                          |
| |E1TPNOT                         |U         |Teksti                                                      |
| |E1TPSHA                         |U         |Kuljetuksen uudelleenlastauspaikan toiminto                 |
| |E1TPSHH                         |U         |Kuljetusotsikko                                             |
| |E1TPSHI                         |U         |Kuljetettavana olevat toimitukset                           |
| |E1TPSHR                         |U         |Kuljetusten suunnittelu - rautatietiedot                    |
| |E1TPSHT                         |U         |Yhden kuljetusosuuden etäisyydet ja ajoaika                 |
| |E1TPSHU                         |U         |Pakkaus- ja kuljetusapuvälineet                             |
| |E1TPSID                         |U         |Kuljetustositteen numero                                    |
| |E1TPSLS                         |U         |Kuljetuksen uudelleenlastauspaikka                          |
| |E1TPSUC                         |U         |Lähetysyksikön sisältörivi                                  |
| |E1TPSUR                         |U         |Lähetysyksikön viite - pakkaus- ja kuljetusapuvälineet      |
| |E1TPTIW                         |U         |Aikaikkuna                                                  |
| |E1TPTR1                         |U         |Yleispaikkakuntakoodi                                       |
| |E1TPTRM                         |U         |Yleispaikkakuntakoodi                                       |
| |E1TPTRP                         |U         |Suunnittelupyyntö (olemassa ol. ja suunnitellut kuljetukset)|
| |E1TPVAR                         |U         |Variantin nimi                                              |
| |E1TVKWZ                         |U         |Segmentti - myyntiorg.kohtaiset sallitut toimipisteet       |
| |E1TVSTZ                         |U         |Segm. - org.yksikkö: toimipistekohtaiset lähetyspisteet     |
| |E1TVSWZ                         |U         |Segmentti toimipistekohtaisille lähetyspaikoille            |
| |E1TWGLT                         |U         |Layout-alueen nimitys                                       |
| |E1TWGLV                         |U         |Layout-alue                                                 |
| |E1TWGVM                         |U         |Layout                                                      |
| |E1TWGVT                         |U         |Layout-nimitys                                              |
| |E1TXP10                         |U         |IDOC: tekstisegmentti (kuljetusosuus)                       |
| |E1TXP11                         |U         |IDOC: päivämäärä (kuljetusosuus)                            |
| |E1TXP12                         |U         |IDOC: tekstisegmentti (rahtilajiluettelo)                   |
| |E1TXP13                         |U         |IDOC: tekstisegmentti (rahtilaji)                           |
| |E1TXTAD                         |U         |SAPmailin vastaanottajarivi                                 |
| |E1TXTH0                         |U         |Yleinen tekstiotsikko                                       |
| |E1TXTH1                         |U         |Yleinen tekstiotsikko                                       |
| |E1TXTH2                         |U         |Yleinen tekstiotsikko                                       |
| |E1TXTH3                         |U         |Yleinen tekstiotsikko                                       |
| |E1TXTH4                         |U         |Yleinen tekstiotsikko                                       |
| |E1TXTH5                         |U         |Yleinen tekstiotsikko                                       |
| |E1TXTH6                         |U         |Yleinen tekstiotsikko                                       |
| |E1TXTH7                         |U         |Yleinen tekstiotsikko                                       |
| |E1TXTH8                         |U         |Yleinen tekstiotsikko                                       |
| |E1TXTH9                         |U         |Yleinen tekstiotsikko                                       |
| |E1TXTHD                         |U         |SAPmailin otsikkorivi                                       |
| |E1TXTL1                         |U         |Selitysrivit                                                |
| |E1TXTP0                         |U         |Yleinen tekstisegmentti                                     |
| |E1TXTP1                         |U         |Yleinen tekstisegmentti                                     |
| |E1TXTP2                         |U         |Yleinen tekstisegmentti                                     |
| |E1TXTP3                         |U         |Yleinen tekstisegmentti                                     |
| |E1TXTP4                         |U         |Yleinen tekstisegmentti                                     |
| |E1TXTP5                         |U         |Yleinen tekstisegmentti                                     |
| |E1TXTP6                         |U         |Yleinen tekstisegmentti                                     |
| |E1TXTP7                         |U         |Yleinen tekstisegmentti                                     |
| |E1TXTP8                         |U         |Yleinen tekstisegmentti                                     |
